"lon","lat","pca1","pca2","pca3","pca4","pca5","getValues(FRST)"
-89.6875,20.4791666666667,3.46743757045959,-2.14003971741703,-1.56539004745173,-0.352101445590174,-0.933812045344112,100
-89.6458333333333,20.4791666666667,3.40157836903657,-2.11377245600565,-1.58696592469117,-0.353573775689542,-1.04244616470809,99.4895833333333
-89.6041666666667,20.4791666666667,3.34250886999089,-2.05562094535851,-1.63063046818969,-0.336858749189309,-1.07886111540754,99.9947916666666
-89.5625,20.4791666666667,3.30492067894071,-1.99499832856322,-1.69506810106216,-0.354283701592103,-1.08513996089183,99.9739583333333
-89.5208333333333,20.4791666666667,3.26024381960751,-1.93936624688754,-1.7424099084563,-0.380547755587116,-1.13073983066618,99.9765625
-89.4791666666667,20.4791666666667,3.19819501184304,-1.89505539039465,-1.72047244759829,-0.322146861424681,-1.23014484469667,99.8640625
-89.4375,20.4791666666667,3.20717587081084,-1.89371663647916,-1.76392925080975,-0.285762879636546,-1.262220347192,100
-89.3958333333333,20.4791666666667,3.13066685921006,-1.84371739084482,-1.70919414751629,-0.272168144828507,-1.38444267329311,100
-89.3541666666667,20.4791666666667,3.13307136966929,-1.8108329810493,-1.73722497358006,-0.276041676924138,-1.4085416069252,100
-89.1458333333333,20.4791666666667,3.0967679365966,-1.87480182349909,-1.78734161764988,-0.0429365637559364,-1.52604766570168,99.4843750000001
-89.1041666666667,20.4791666666667,3.04824503852237,-1.86140143783302,-1.78301208766377,0.0301817281749684,-1.60678420849781,99.3958333333335
-89.0625,20.4791666666667,3.03420748208564,-1.88485974572107,-1.7987428167838,0.0307652899456487,-1.59671612169579,99.6145833333335
-89.0208333333333,20.4791666666667,3.02028016283036,-1.91033888920227,-1.83162542371665,0.0419028131109083,-1.65616571912088,99.7187499999999
-88.9791666666667,20.4791666666667,3.00185009263859,-1.88174831911077,-1.79422547909891,0.0507523789786165,-1.65305799803617,97.4843749999997
-88.7708333333333,20.4791666666667,3.00711487821338,-1.79376340649716,-1.60934745226686,0.0040719783361705,-1.65091985209684,100
-88.7291666666667,20.4791666666667,2.97130844416792,-1.75240614666976,-1.61351879832063,-0.0321957283997668,-1.64420767018814,100
-88.6041666666667,20.4791666666667,2.72440990203493,-1.60003997482754,-1.67588296243592,-0.0828536906903975,-1.49239228170825,100
-88.5625,20.4791666666667,2.79799375105584,-1.58864550301066,-1.50071075035506,-0.0382252969031202,-1.50908953024643,99.5195312500001
-88.5208333333333,20.4791666666667,2.66727005983451,-1.56839074137208,-1.65375727181111,-0.138698294325981,-1.36198757697403,98.6601562500001
-88.4791666666667,20.4791666666667,2.63383245867078,-1.48434116420578,-1.60884185709479,-0.120409049183645,-1.38120696958124,99.7812500000002
-88.4375,20.4791666666667,2.61707504506504,-1.47120942575104,-1.57691042024581,-0.0956580884218,-1.34155715223995,100
-88.3958333333333,20.4791666666667,2.5593002650913,-1.43413458859933,-1.484105831703,-0.096050214234339,-1.30542198071153,100
-88.3541666666667,20.4791666666667,2.57103693024113,-1.33160658360214,-1.4969625969,-0.12842712224418,-1.30985038322707,100
-88.3125,20.4791666666667,2.59171097797721,-1.23719195974703,-1.46765783987729,-0.132595729310056,-1.25398703892129,100
-88.2291666666667,20.4791666666667,2.60185219037963,-1.18076463867212,-1.40640186251392,-0.289935658959049,-1.17336180145362,99.6875
-88.1875,20.4791666666667,2.54780997106558,-1.13848527608381,-1.28296477110934,-0.329993777556652,-1.24177679192146,100
-88.1458333333333,20.4791666666667,2.56561245862517,-1.12588565203403,-1.24197676355159,-0.44290189623581,-1.20019778770352,100
-88.1041666666667,20.4791666666667,2.5831687338186,-1.09206415823608,-1.18731281595541,-0.543612896609705,-1.21583721095418,100
-88.0625,20.4791666666667,2.55858886751218,-1.11546409285904,-1.10422454959165,-0.593148218383076,-1.3091848921924,100
-88.0208333333333,20.4791666666667,2.56171507996376,-1.16875725506405,-1.10937225700495,-0.737365538775477,-1.23336514604282,100
-87.9791666666667,20.4791666666667,2.4693091733568,-1.136680375762,-0.978306497151384,-0.702603353366011,-1.32172893308074,99.9635416666666
-87.9375,20.4791666666667,2.43094912151846,-1.12908266199444,-0.923679769251421,-0.783837552424195,-1.30897943108917,99.9776785714286
-87.8958333333333,20.4791666666667,2.34238175955365,-1.18574054314275,-0.833618115520119,-0.835469814952289,-1.30974212882385,99.8883928571429
-87.8541666666667,20.4791666666667,2.3030875243409,-1.19318021991339,-0.827337566291051,-0.916270918119321,-1.29120985294101,100
-87.8125,20.4791666666667,2.25334976528574,-1.14049409011729,-0.784189928740648,-0.985452519702292,-1.25938647922313,100
-87.7708333333333,20.4791666666667,2.21244510261649,-1.09334074392305,-0.716344068507666,-0.982317688812715,-1.23185336275206,99.9403409090909
-87.7291666666667,20.4791666666667,2.12170685690812,-1.27251803214415,-0.669435869350971,-1.04403450633043,-1.22726112903695,99.7017045454546
-87.6875,20.4791666666667,2.05415233619409,-1.22770199760319,-0.612699552315069,-1.08273716116705,-1.17161429888614,100
-87.6458333333333,20.4791666666667,1.97790121673639,-1.23438213325464,-0.532720982645588,-1.13743398759537,-1.13341523017902,100
-87.6041666666667,20.4791666666667,1.88177086301503,-1.22170454052606,-0.511232793740989,-1.17235893886273,-1.07207933914187,100
-87.5625,20.4791666666667,1.83162684677086,-1.21574800325637,-0.460238458610166,-1.19536435886948,-1.01903138229745,100
-87.5208333333333,20.4791666666667,1.78162873126602,-1.22005497580122,-0.395281138401513,-1.21118520277596,-0.966933932570117,100
-87.4791666666667,20.4791666666667,1.73768906116835,-1.26281740475484,-0.373475899019771,-1.23633088352818,-0.924700848942583,100
-87.4375,20.4791666666667,1.66970424361318,-1.2773028421254,-0.289787594710117,-1.27496025427867,-0.850821237352543,100
-87.3958333333333,20.4791666666667,1.5947712122142,-1.29430159721902,-0.189018164862135,-1.28420908778641,-0.79800958984256,100
-87.3541666666667,20.4791666666667,1.54874875898945,-1.28757353445893,-0.171258918260146,-1.3172903935238,-0.778011835563459,100
-87.3125,20.4791666666667,1.47910371072833,-1.32797922178083,-0.097928853825405,-1.38517103983809,-0.68548148564504,100
-87.2708333333333,20.4791666666667,1.42598570882884,-1.35020809247744,-0.0256868351732827,-1.34278778443842,-0.641681088401799,99.4
-86.9375,20.4791666666667,0.997222538616664,-1.55701199495333,0.370300484284294,-1.53872587957588,-0.0496660867310249,100
-86.8958333333333,20.4791666666667,1.0422096746152,-1.59337745239681,0.377862682052283,-1.60898332827706,0.0218906818101602,99.9598214285714
-86.8541666666667,20.4791666666667,1.0637166630283,-1.56886846021254,0.420677424545913,-1.59896509057702,-0.000369399170960311,99.5992445054944
-86.8125,20.4791666666667,1.05142054501263,-1.61164870439882,0.501838195175928,-1.61515359837956,0.0166583756477126,99.9278846153845
-75.9375,20.4791666666667,2.01572275784697,-1.20732535541398,-0.385635805403908,-1.17625862595418,-0.309286693539175,99.7734375000001
-75.8958333333333,20.4791666666667,1.94095986669498,-0.825172653491252,-0.406496069489104,-1.17567868139288,-0.1961960826269,99.8671875
-75.5625,20.4791666666667,1.69863574222683,0.370282104903821,-0.241877598504125,-1.60611624851189,-0.0503157026868878,98.8749999999989
-75.5208333333333,20.4791666666667,1.69410023138368,0.705782106470258,-0.244909382156291,-1.63407503812814,0.0122063189847462,97.4166666666666
-75.4791666666667,20.4791666666667,1.65723346017543,1.07285992602651,-0.191983099686749,-1.72623019413762,0.11438197101259,98.3958333333334
-75.4375,20.4791666666667,1.61154018636927,0.00323961939731171,-0.163993374586812,-1.79022284354486,-0.309185562716974,97
-89.7708333333333,20.4375,3.39816845586903,-2.21411706782047,-1.75128210510465,-0.257832222992673,-0.874178790455038,99.31640625
-89.6875,20.4375,3.4293713871583,-2.06785931808973,-1.6730201657395,-0.274127919498843,-1.03846438240444,100
-89.6458333333333,20.4375,3.43432679201604,-2.03278778757232,-1.72279520392922,-0.277501543496722,-1.09248170759481,99.5078124999999
-89.6041666666667,20.4375,3.37525305138955,-2.00537406352474,-1.73226641099885,-0.325183689707531,-1.12683434376646,99.833333333333
-89.5625,20.4375,3.3264255076542,-2.00715059077802,-1.79433685764138,-0.335852209433881,-1.17047406441236,99.1666666666663
-89.5208333333333,20.4375,3.2941395455636,-1.92135367783274,-1.81555740861652,-0.352877507976062,-1.1687161584407,99.8125000000001
-89.4791666666667,20.4375,3.22267421776983,-1.87645992219913,-1.81296413139606,-0.340639826894141,-1.28454698850216,99.30625
-89.4375,20.4375,3.21382570849629,-1.83438191447457,-1.84717415277425,-0.332389278732662,-1.34471399424184,100
-89.3958333333333,20.4375,3.18824590958787,-1.81470913588606,-1.82367492888788,-0.377339879842714,-1.36696075208138,100
-89.3541666666667,20.4375,3.18207384258671,-1.82940498501081,-1.81161692117421,-0.340658684217719,-1.48441143714934,100
-89.3125,20.4375,3.17072116482944,-1.83102256813439,-1.78798687167423,-0.274108884114957,-1.50171104879982,100
-89.1875,20.4375,3.11650449521875,-1.83138798692769,-1.76436179513111,-0.124791107439253,-1.53521928058273,100
-89.1458333333333,20.4375,3.10055199851755,-1.87050892112379,-1.79791612510653,-0.0736560036341517,-1.56749799378707,97.3749999999997
-89.1041666666667,20.4375,3.06679165751728,-1.87253937478268,-1.78761356355091,-0.00183282322480436,-1.64376247034548,99.8958333333331
-89.0625,20.4375,3.04741712813245,-1.88320808192154,-1.80829726052089,-0.00442650088651728,-1.64016484267168,99.4791666666664
-89.0208333333333,20.4375,3.03282518526928,-1.88139709585819,-1.81765161674346,-0.000213360791934877,-1.63554385141449,100
-88.9791666666667,20.4375,2.99775233604874,-1.86883451003222,-1.75821790341452,0.0268912670410445,-1.64084263915832,98.9062499999999
-88.9375,20.4375,2.99244098129014,-1.84446818956836,-1.75787426055817,0.0309691896096483,-1.64295447662898,100
-88.8958333333333,20.4375,2.98550267164131,-1.82921700363483,-1.75035705207448,0.00366730842936951,-1.6636389831551,100
-88.7708333333333,20.4375,2.97262584028175,-1.77847512211611,-1.65379318863303,-0.0296180505541134,-1.64306565585048,100
-88.6458333333333,20.4375,2.87387825724981,-1.68737810988114,-1.54673907964965,0.00462505336927037,-1.55328064868413,100
-88.6041666666667,20.4375,2.67567759629146,-1.61764453974814,-1.6195519613135,-0.0494978296007021,-1.49391178363327,100
-88.5625,20.4375,2.7897357093493,-1.61084556941624,-1.48425098829279,-0.0123908054756881,-1.48446287612869,100
-88.5208333333333,20.4375,2.65356699300528,-1.55222854189171,-1.64006575536897,-0.0747179166293351,-1.44427864337382,100
-88.4791666666667,20.4375,2.68365761078899,-1.52907039089654,-1.38645256387341,-0.00743485788785686,-1.50417140745753,100
-88.4375,20.4375,2.59291696285973,-1.49667592637732,-1.52458955327569,-0.0747278430037766,-1.33841818999154,100
-88.3958333333333,20.4375,2.55191714384782,-1.44127404728775,-1.44413212997127,-0.0914890446117741,-1.30248007171154,100
-88.3541666666667,20.4375,2.65181783443239,-1.42095854516378,-1.32911368988257,-0.0719860320214287,-1.37004599959092,100
-88.3125,20.4375,2.5103906380259,-1.32070350587051,-1.37120160620205,-0.184384733173222,-1.25382165255396,100
-88.2708333333333,20.4375,2.5143441416264,-1.3068481386876,-1.36171173359074,-0.18979321734065,-1.27126961302676,99.9609375000001
-88.2291666666667,20.4375,2.54867665840649,-1.17669115252506,-1.32842880402186,-0.240823361554408,-1.24002697469055,99.8046875
-88.1875,20.4375,2.5274694973272,-1.1818621885059,-1.2689941168183,-0.318453512146569,-1.25362066532599,100
-88.1458333333333,20.4375,2.51818033351455,-1.14049459680098,-1.20367630133233,-0.418307646591624,-1.25642744492582,100
-88.1041666666667,20.4375,2.50998255823707,-1.09974835848584,-1.13878378756815,-0.498044405560489,-1.27317950818045,100
-88.0625,20.4375,2.48696766206283,-1.08660407727442,-1.03993166143918,-0.576266270946778,-1.28511982088871,100
-88.0208333333333,20.4375,2.49443401229762,-1.09599269441834,-1.03410557457003,-0.635792415976081,-1.33049923284134,100
-87.9791666666667,20.4375,2.42956784820055,-1.23075906201354,-0.959934160738247,-0.771832990172924,-1.25997735825142,99.8177083333333
-87.9375,20.4375,2.43340458382241,-1.234173340426,-0.979659259126583,-0.822860815336402,-1.27349820882133,99.888392857143
-87.8958333333333,20.4375,2.3247784149306,-1.24297392629314,-0.831228746065524,-0.856597570977948,-1.30485874764735,99.4419642857144
